FID,gid,UF,nome,Censo,Populacao_Masculina,Populacao_Feminina
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7a8a,1326,SERGIPE,Japoatã,2010,6482,6456
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7a9e,2229,PARÁ,Capitão Poço,2010,26621,25272
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ab1,552,RIO GRANDE DO SUL,Lagoa Vermelha,2010,13564,13961
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ac7,4230,SÃO PAULO,Braúna,2010,2552,2469
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ac9,2339,PARÁ,Prainha,2010,15516,13833
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ae9,2463,PARAÍBA,Rio Tinto,2010,11310,11666
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7aec,2593,MINAS GERAIS,Nova Belém,2010,1897,1835
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7aee,1261,SERGIPE,Santo Amaro das Brotas,2010,5612,5798
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7afe,3859,PARANÁ,Cruzeiro do Iguaçu,2010,2133,2145
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7aff,1636,MARANHÃO,Igarapé Grande,2010,5426,5615
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b02,190,RIO GRANDE DO SUL,São Paulo das Missões,2010,3228,3136
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b03,505,RIO GRANDE DO SUL,Colinas,2010,1208,1212
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b14,1641,RIO DE JANEIRO,Laje do Muriaé,2010,3751,3736
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b16,2590,MINAS GERAIS,Nazareno,2010,4118,3836
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b19,3594,PERNAMBUCO,Águas Belas,2010,19666,20569
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b29,4809,SÃO PAULO,Santa Cruz da Esperança,2010,966,987
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b2a,3718,PERNAMBUCO,Tamandaré,2010,10410,10305
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b30,3288,MINAS GERAIS,Coronel Xavier Chaves,2010,1645,1656
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b31,3605,PERNAMBUCO,Santa Maria da Boa Vista,2010,19868,19567
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b40,346,RIO GRANDE DO SUL,Sério,2010,1190,1091
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b46,3351,MINAS GERAIS,Desterro do Melo,2010,1546,1469
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b47,5265,SANTA CATARINA,Chapadão do Lageado,2010,1425,1337
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b52,1258,ALAGOAS,Mata Grande,2010,12332,12366
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b54,2294,PARÁ,Monte Alegre,2010,28508,26954
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b91,3507,MINAS GERAIS,Guimarânia,2010,3713,3552
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7b93,5419,PIAUÍ,Esperantina,2010,18776,18991
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ba5,1478,MATO GROSSO DO SUL,Ponta Porã,2010,38492,39380
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7bcd,2307,PARÁ,Palestina do Pará,2010,3879,3596
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7bd3,1826,MARANHÃO,Santana do Maranhão,2010,6028,5633
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7bd4,5145,TOCANTINS,Luzinópolis,2010,1350,1272
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7be3,554,RIO GRANDE DO SUL,Triunfo,2010,12933,12860
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7be4,3116,MINAS GERAIS,Caranaíba,2010,1677,1611
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7beb,1227,GOIÁS,Posse,2010,15925,15494
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7bf8,1701,MARANHÃO,Maranhãozinho,2010,7168,6897
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c00,1002,TOCANTINS,Esperantina,2010,4910,4566
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c0c,743,ALAGOAS,Messias,2010,7703,7979
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c0d,1858,CEARÁ,Nova Russas,2010,15024,15941
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c0e,3534,PARANÁ,Chopinzinho,2010,9775,9904
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c16,4493,BAHIA,Irará,2010,13297,14169
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c17,4702,SÃO PAULO,Ouroeste,2010,4190,4215
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c25,2216,PARÁ,Bom Jesus do Tocantins,2010,8051,7247
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c27,1553,CEARÁ,Cariré,2010,9142,9205
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c28,2238,PARAÍBA,Bom Jesus,2010,1219,1181
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c32,4437,CEARÁ,Itapipoca,2010,58243,57822
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c3b,3925,PARANÁ,Porto Amazonas,2010,2256,2258
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c47,5448,SANTA CATARINA,Passo de Torres,2010,3352,3275
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c48,5536,TOCANTINS,Pequizeiro,2010,2667,2387
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c53,2868,MINAS GERAIS,Rodeiro,2010,3458,3409
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c62,2614,MINAS GERAIS,Paraisópolis,2010,9785,9594
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c63,2492,MARANHÃO,São Pedro dos Crentes,2010,2355,2070
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c6d,2867,MINAS GERAIS,Rochedo de Minas,2010,1086,1030
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c7d,5388,SANTA CATARINA,Major Gercino,2010,1672,1607
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c7e,4476,BAHIA,Ibirataia,2010,9440,9503
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c7f,4115,PARANÁ,Astorga,2010,12142,12556
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7c86,2001,RIO DE JANEIRO,Rio de Janeiro,2010,2959817,3360629
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7cf6,1281,PIAUÍ,Oeiras,2010,17041,18599
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7cfd,1839,SÃO PAULO,Monte Mor,2010,24472,24477
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7cfe,370,RIO GRANDE DO SUL,Panambi,2010,19013,19045
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d14,3378,MINAS GERAIS,Engenheiro Navarro,2010,3618,3504
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d15,1213,PIAUÍ,Curral Novo do Piauí,2010,2531,2338
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d16,249,BAHIA,Xique-Xique,2010,22509,23027
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d28,194,RIO GRANDE DO SUL,Coronel Barros,2010,1219,1240
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d2d,855,GOIÁS,Hidrolina,2010,2043,1986
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d3c,1809,MARANHÃO,Peritoró,2010,10569,10632
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d3e,5238,PIAUÍ,Lagoa de São Francisco,2010,3208,3214
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d41,3800,PARANÁ,Campo Magro,2010,12507,12336
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d42,2817,MINAS GERAIS,Raul Soares,2010,11729,12089
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d52,3981,MATO GROSSO,Paranaíta,2010,5741,4943
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d6c,2704,MINAS GERAIS,Pescador,2010,2045,2083
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7d6d,5504,AMAZONAS,Coari,2010,39476,36489
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7da6,3473,PERNAMBUCO,Paulista,2010,141630,158836
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7da8,1461,ESPIRITO SANTO,Linhares,2010,70415,70891
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7db4,134,RIO GRANDE DO SUL,Maratá,2010,1272,1255
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7db5,625,RIO GRANDE DO SUL,Itatiba do Sul,2010,2178,1993
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7db6,1693,RIO GRANDE DO NORTE,Monte Alegre,2010,10275,10410
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dbd,4041,PARANÁ,Rondon,2010,4564,4432
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dbe,1145,SERGIPE,Canhoba,2010,2061,1895
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dbf,4839,SÃO PAULO,São Bento do Sapucaí,2010,5271,5197
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dc1,2998,MINAS GERAIS,Cabeceira Grande,2010,3395,3058
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dc9,2666,PARANÁ,Lobato,2010,2234,2167
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dca,5464,PIAUÍ,Flores do Piauí,2010,2219,2147
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dcb,461,RIO GRANDE DO SUL,Eldorado do Sul,2010,16999,17344
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dcf,5179,SANTA CATARINA,Ascurra,2010,3680,3732
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dd9,507,RIO GRANDE DO SUL,São José do Herval,2010,1136,1068
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7dda,5152,PIAUÍ,Tanque do Piauí,2010,1276,1344
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ddc,2142,PARAÍBA,Malta,2010,2703,2910
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ddd,4084,MATO GROSSO,Ipiranga do Norte,2010,2795,2328
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7deb,2021,CEARÁ,Granja,2010,26714,25931
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7df5,3184,MINAS GERAIS,Senhora de Oliveira,2010,2848,2835
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7df7,459,RIO GRANDE DO SUL,Redentora,2010,5210,5012
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7df8,2811,MINAS GERAIS,Presidente Olegário,2010,9533,9044
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e0a,1351,ESPIRITO SANTO,São Domingos do Norte,2010,4164,3837
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e0d,4010,MATO GROSSO,Lucas do Rio Verde,2010,24016,21540
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e20,5348,PIAUÍ,São Miguel da Baixa Grande,2010,1050,1060
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e21,798,ALAGOAS,Taquarana,2010,9237,9783
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e22,4043,PARANÁ,Janiópolis,2010,3273,3259
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e28,259,BAHIA,Rio de Contas,2010,6233,6774
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e3c,3832,RONDÔNIA,Ji-Paraná,2010,57824,58786
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e52,2400,CEARÁ,Martinópole,2010,5100,5114
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e57,770,GOIÁS,Aparecida de Goiânia,2010,224798,230859
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e58,4626,SÃO PAULO,Limeira,2010,135628,140394
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e6e,5474,SANTA CATARINA,Porto União,2010,16448,17045
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e73,4322,BAHIA,Camacan,2010,15734,15738
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e75,3510,MINAS GERAIS,Heliodora,2010,3117,3004
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e76,4863,SÃO PAULO,Socorro,2010,18205,18481
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e86,1107,TOCANTINS,Xambioá,2010,5907,5577
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e8c,1350,ESPIRITO SANTO,Águia Branca,2010,4901,4618
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7e9e,49,RIO GRANDE DO SUL,Três de Maio,2010,11484,12242
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ea6,393,RIO GRANDE DO SUL,Colorado,2010,1727,1823
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7eb7,81,BAHIA,Nova Soure,2010,12130,12006
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ebc,1374,MATO GROSSO DO SUL,Amambai,2010,17375,17355
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ece,4327,BAHIA,Canápolis,2010,4808,4602
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7ed9,2192,BAHIA,Lamarão,,4761,4799
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7edb,5303,TOCANTINS,Divinópolis do Tocantins,2010,3280,3083
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7eea,3071,PARANÁ,Farol,2010,1723,1749
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7eef,1362,AMAPÁ,Itaubal,2010,2320,1945
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7eff,4788,SÃO PAULO,Rio Claro,2010,90687,95566
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f00,3911,PARANÁ,Rebouças,2010,7201,6975
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f0f,4094,MATO GROSSO,Nova Olímpia,2010,9056,8459
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f11,154,BAHIA,Saubara,2010,5482,5719
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f12,4391,BAHIA,Contendas do Sincorá,2010,2380,2283
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f20,3280,MINAS GERAIS,Cordisburgo,2010,4435,4232
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f41,4226,SÃO PAULO,Bofete,2010,4906,4712
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f51,5105,PARANÁ,Guaratuba,2010,15975,16120
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f55,3542,SÃO PAULO,PINHALZINHO,2007,6593,6512
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f56,47,BAHIA,Morpará,2010,4241,4039
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f65,23,BAHIA,Pau Brasil,2010,5495,5357
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f67,279,BAHIA,São Desidério,2010,14530,13129
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f7a,3497,MINAS GERAIS,Guanhães,2010,15201,16061
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f88,4346,SÃO PAULO,Tupã,2010,30734,32742
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f8b,3493,MINAS GERAIS,Gouveia,2010,5662,6019
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f98,2120,MINAS GERAIS,Itanhandu,2010,6947,7228
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f99,4417,BAHIA,Aurelino Leal,2010,6833,6762
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f9b,3795,PARANÁ,Rio Branco do Ivaí,2010,1962,1936
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7f9d,4262,SÃO PAULO,Cerqueira César,2010,8673,8859
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fac,1583,CEARÁ,Hidrolândia,2010,9626,9699
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fad,4021,MATO GROSSO,Vera,2010,5304,4931
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fbf,2284,PARÁ,Mãe do Rio,2010,13740,14164
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fc2,2601,MINAS GERAIS,Novo Cruzeiro,2010,15256,15469
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fd0,2405,PARAÍBA,Caiçara,2010,3619,3601
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fd1,5201,PIAUÍ,Juazeiro do Piauí,2010,2419,2338
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fd2,1647,RIO GRANDE DO NORTE,Upanema,2010,6719,6273
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fd9,4279,SÃO PAULO,Cruzeiro,2010,37505,39534
vw_razao_de_sexo.fid--33501df1_157d3a092ec_7fda,2653,MINAS GERAIS,Pará de Minas,2010,41639,42576
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ff5,4389,BAHIA,Conde,2010,11834,11786
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fe6,4803,SÃO PAULO,Sandovalina,2010,1885,1814
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fdc,4301,SÃO PAULO,Fartura,2010,7426,7894
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fdb,724,ALAGOAS,Teotônio Vilela,2010,20164,20988
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fd4,3231,MINAS GERAIS,São Tiago,2010,5300,5261
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fd2,4940,SANTA CATARINA,Schroeder,2010,7801,7515
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fcc,3300,MINAS GERAIS,Cruzeiro da Fortaleza,2010,2008,1926
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fcb,1508,RIO GRANDE DO SUL,Nova Petrópolis,2010,9370,9675
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fc0,558,RIO GRANDE DO SUL,Viamão,2010,116483,122901
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fb8,1256,ALAGOAS,Canapi,2010,8662,8588
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fab,2674,PARANÁ,Indianópolis,2010,2187,2112
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7fa9,4744,SÃO PAULO,Pirassununga,2010,34297,35784
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f9d,5069,TOCANTINS,Dueré,2010,2440,2152
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f7f,886,TOCANTINS,Recursolândia,2010,2008,1760
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f65,4833,BAHIA,Belmonte,2010,11159,10639
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f59,3554,MINAS GERAIS,Ingaí,2010,1391,1238
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f4a,4622,SÃO PAULO,Lavínia,2010,6183,2596
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7f3c,3842,RONDÔNIA,Vilhena,2010,37782,38420
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ef5,1719,MARANHÃO,Milagres do Maranhão,2010,4196,3922
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ef4,157,BAHIA,Pojuca,2010,16078,16988
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ef2,1368,AMAPÁ,Pracuúba,2010,1997,1796
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7eda,1570,SERGIPE,Macambira,2010,3162,3239
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ed3,541,RIO GRANDE DO SUL,Novo Barreiro,2010,2032,1946
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ec6,1208,SERGIPE,Campo do Brito,2010,8233,8516
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ec3,2581,MINAS GERAIS,Munhoz,2010,3247,3010
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ebd,731,TOCANTINS,Pau D'arco,2010,2459,2129
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7eaa,4725,SÃO PAULO,Pedra Bela,2010,3030,2750
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ea9,4229,SÃO PAULO,Botucatu,2010,61761,65567
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e9c,2546,PERNAMBUCO,Capoeiras,2010,9772,9821
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e92,3251,MINAS GERAIS,Serranos,2010,999,996
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e91,4420,BAHIA,Banzaê,2010,5993,5821
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e85,5044,SÃO PAULO,Guararema,2010,12998,12846
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e83,2331,PARAÍBA,Brejo dos Santos,2010,3094,3104
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e82,4305,SÃO PAULO,Flora Rica,2010,880,872
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e81,1327,GOIÁS,São Simão,2010,8866,8222
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e7a,3752,MINAS GERAIS,Monjolos,2010,1207,1153
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e6f,1776,MARANHÃO,Nina Rodrigues,2010,6336,6128
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e6d,4825,SÃO PAULO,Santo Antônio de Posse,2010,10412,10238
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e64,3938,ESPIRITO SANTO,Marilândia,2010,5572,5535
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e63,421,RIO GRANDE DO SUL,Pinhal Grande,2010,2314,2157
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e58,601,RIO GRANDE DO SUL,Nova Santa Rita,2010,11441,11275
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e50,4593,BAHIA,Ituberá,2010,13388,13203
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e4f,4633,SÃO PAULO,Lucianópolis,2010,1118,1131
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e4d,1598,MARANHÃO,Colinas,2010,19395,19737
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7e34,2814,MINAS GERAIS,Quartel Geral,2010,1683,1620
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ddd,1489,MATO GROSSO DO SUL,Sidrolândia,2010,21515,20617
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7dba,2172,PARAÍBA,Montadas,2010,2482,2508
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7db9,3455,MINAS GERAIS,Goiabeira,2010,1486,1567
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7db7,4806,SÃO PAULO,Santa Bárbara d'Oeste,2010,89222,90787
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7db6,5302,PIAUÍ,Landri Sales,2010,2619,2662
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7dac,5233,TOCANTINS,Itapiratins,2010,1913,1619
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7da0,4947,PIAUÍ,Isaías Coelho,2010,4120,4101
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d9f,1584,CEARÁ,Horizonte,2010,27532,27655
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d9e,4034,MATO GROSSO,Nobres,2010,7830,7172
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d86,3610,MINAS GERAIS,Jaboticatubas,2010,8705,8429
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d28,1862,CEARÁ,Pacajus,2010,30370,31468
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d27,3358,MINAS GERAIS,Divinolândia de Minas,2010,3479,3545
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d24,3306,MINAS GERAIS,Delfim Moreira,2010,4188,3783
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d23,1432,CEARÁ,Ibiapina,2010,11933,11875
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d1a,4945,PARANÁ,Maringá,2010,171724,185353
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d15,3429,MINAS GERAIS,São Gonçalo do Rio Preto,2010,1481,1575
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d14,4446,BAHIA,Eunápolis,2010,49396,50800
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d0f,1269,PIAUÍ,Massapê do Piauí,2010,3152,3068
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7d0e,753,ACRE,Tarauacá,2010,18353,17237
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cfc,5150,SANTA CATARINA,Guaramirim,2010,17840,17332
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cfa,2365,PARÁ,São Félix do Xingu,2010,48691,42649
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cca,3803,PARANÁ,Colombo,2010,105010,107957
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cc9,1005,AMAZONAS,Apuí,2010,9551,8456
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cbd,5479,SANTA CATARINA,Presidente Nereu,2010,1167,1117
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cba,407,RIO GRANDE DO SUL,Candiota,2010,4481,4290
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cad,1983,MARANHÃO,Belágua,2010,3423,3101
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cac,3898,PARANÁ,Contenda,2010,8095,7796
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7cab,4052,PARANÁ,Nova América da Colina,2010,1769,1709
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7ca9,4576,SÃO PAULO,Itirapina,2010,9154,6370
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c99,3444,MINAS GERAIS,Frei Gaspar,2010,2968,2911
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c97,3846,RONDÔNIA,Alto Alegre dos Parecis,2010,6739,6077
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c8e,934,GOIÁS,Caldas Novas,2010,35021,35452
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c8c,3698,MINAS GERAIS,Marilac,2010,2059,2160
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c80,2277,PARAÍBA,Santana dos Garrotes,2010,3512,3754
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c7f,3451,MINAS GERAIS,Funilândia,2010,1958,1897
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c74,1314,GOIÁS,São Luíz do Norte,2010,2334,2283
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c73,4136,ESPIRITO SANTO,Jaguaré,2010,12468,12210
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c72,43,RIO GRANDE DO SUL,Estação,2010,2951,3060
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-7c70,4129,MATO GROSSO,Campo Verde,2010,16282,15307
