FID,gid,UF,nome,Censo,Populacao_Masculina,Populacao_Feminina
vw_razao_de_sexo.fid--33501df1_157d3a092ec_636b,215,BAHIA,Tremedal,2010,8532,8497
vw_razao_de_sexo.fid--33501df1_157d3a092ec_636c,306,RIO GRANDE DO SUL,Turuçu,2010,1778,1744
vw_razao_de_sexo.fid--33501df1_157d3a092ec_636e,900,ESPIRITO SANTO,Vitória,2010,153948,173853
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6373,3613,MINAS GERAIS,Jacutinga,2010,11334,11438
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63b2,1028,PIAUÍ,Nazária,2010,4085,3983
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63ba,3403,MINAS GERAIS,Pedra Azul,2010,11744,12095
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63be,1029,PIAUÍ,Teresina,2010,380612,433618
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63d4,5153,PIAUÍ,Amarante,2010,8317,8818
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63d5,1048,GOIÁS,Matrinchã,2010,2254,2160
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63e9,2629,PERNAMBUCO,Cachoeirinha,2010,9104,9715
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63ea,2141,PARÁ,Afuá,2010,18453,16589
vw_razao_de_sexo.fid--33501df1_157d3a092ec_63f9,2845,PERNAMBUCO,Fernando de Noronha,2010,1292,1338
vw_razao_de_sexo.fid--33501df1_157d3a092ec_642e,628,RIO GRANDE DO SUL,Frederico Westphalen,2010,14128,14715
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6432,1199,SERGIPE,Amparo de São Francisco,2010,1135,1140
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6433,4548,SÃO PAULO,Itapeva,2010,43243,44510
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6444,2248,PARAÍBA,Bayeux,2010,47736,51980
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6448,5554,TOCANTINS,Ananás,2010,4981,4884
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6459,3034,MINAS GERAIS,Santo Antônio do Retiro,2010,3526,3429
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6460,2458,PARAÍBA,Serra Branca,2010,6334,6639
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6461,1008,AMAZONAS,Envira,2010,8392,7946
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6470,5357,TOCANTINS,Oliveira de Fátima,2010,552,485
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6478,4293,SÃO PAULO,Elisiário,2010,1650,1470
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6481,5437,SANTA CATARINA,Otacílio Costa,2010,8262,8075
vw_razao_de_sexo.fid--33501df1_157d3a092ec_648d,3243,MINAS GERAIS,Sericita,2010,3647,3481
vw_razao_de_sexo.fid--33501df1_157d3a092ec_648e,3352,MINAS GERAIS,Diamantina,2010,22239,23641
vw_razao_de_sexo.fid--33501df1_157d3a092ec_649a,4559,BAHIA,Maetinga,2010,3581,3457
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64a7,4890,CEARÁ,Iracema,2010,6763,6959
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64a9,1529,RORAIMA,São João da Baliza,2010,3551,3218
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64b3,647,RIO GRANDE DO SUL,Paulo Bento,2010,1126,1070
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64b4,3595,PERNAMBUCO,Alagoinha,2010,6913,6846
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64b7,1146,PIAUÍ,Inhuma,2010,7319,7526
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64b8,1654,MARANHÃO,Joselândia,2010,7815,7618
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64c4,1999,RIO DE JANEIRO,Itaguaí,2010,54409,54682
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64ca,3202,MINAS GERAIS,Cedro do Abaeté,2010,628,582
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64d8,444,RIO GRANDE DO SUL,Cacequi,2010,6836,6840
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64fc,3644,PERNAMBUCO,Barra de Guabiraba,2010,6515,6261
vw_razao_de_sexo.fid--33501df1_157d3a092ec_64fe,4475,BAHIA,Ibirapuã,2010,4098,3858
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6500,2251,PARAÍBA,Bernardino Batista,2010,1476,1599
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6502,2160,PARAÍBA,Lagoa,2010,2304,2377
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6503,3988,MATO GROSSO,Novo Horizonte do Norte,2010,1936,1813
vw_razao_de_sexo.fid--33501df1_157d3a092ec_650e,2595,MINAS GERAIS,Nova Lima,2010,39151,41847
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6518,2389,PARÁ,Tomé-Açu,2010,29323,27195
vw_razao_de_sexo.fid--33501df1_157d3a092ec_651b,4459,BAHIA,Governador Mangabeira,2010,9497,10321
vw_razao_de_sexo.fid--33501df1_157d3a092ec_651c,5018,PIAUÍ,Aroeiras do Itaim,2010,1273,1167
vw_razao_de_sexo.fid--33501df1_157d3a092ec_651e,1188,GOIÁS,Perolândia,2010,1570,1380
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6527,2425,PARAÍBA,Pocinhos,2010,8490,8542
vw_razao_de_sexo.fid--33501df1_157d3a092ec_652a,4478,BAHIA,Ibititá,2010,9058,8782
vw_razao_de_sexo.fid--33501df1_157d3a092ec_652b,5403,TOCANTINS,Aliança do Tocantins,2010,2907,2764
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6536,3521,MINAS GERAIS,Igarapé,2010,17520,17331
vw_razao_de_sexo.fid--33501df1_157d3a092ec_653e,1108,TOCANTINS,Lagoa da Confusão,2010,5525,4685
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6542,2429,PARAÍBA,Puxinanã,2010,6356,6567
vw_razao_de_sexo.fid--33501df1_157d3a092ec_654a,5045,SÃO PAULO,Guarujá,2010,141711,149041
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6557,168,RIO GRANDE DO SUL,Engenho Velho,2010,742,785
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6559,3794,PARANÁ,Rio Bom,2010,1742,1592
vw_razao_de_sexo.fid--33501df1_157d3a092ec_655e,153,BAHIA,Sátiro Dias,2010,9567,9397
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6561,5372,SANTA CATARINA,José Boiteux,2010,2392,2329
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6563,2225,PARÁ,Cachoeira do Arari,2010,10545,9898
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6570,4490,BAHIA,Irajuba,2010,3506,3496
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6571,3466,PERNAMBUCO,Palmares,2010,28803,30723
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6572,1243,SERGIPE,Brejo Grande,2010,3936,3806
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6577,2966,PARANÁ,Altamira do Paraná,2010,2202,2104
vw_razao_de_sexo.fid--33501df1_157d3a092ec_657f,2325,MATO GROSSO,Nova Santa Helena,2010,1811,1657
vw_razao_de_sexo.fid--33501df1_157d3a092ec_658a,2418,PARAÍBA,São Sebastião do Umbuzeiro,2010,1616,1619
vw_razao_de_sexo.fid--33501df1_157d3a092ec_658b,4076,MATO GROSSO,Nova Guarita,2010,2582,2350
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6595,2520,MARANHÃO,Serrano do Maranhão,2010,5851,5089
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6599,4728,SÃO PAULO,Pedrinhas Paulista,2010,1463,1477
vw_razao_de_sexo.fid--33501df1_157d3a092ec_659a,1253,GOIÁS,Santa Rita do Novo Destino,2010,1727,1446
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65a7,2351,PARAÍBA,Cabedelo,2010,27630,30314
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65a8,3703,PERNAMBUCO,Cabrobó,2010,15052,15821
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65af,814,ALAGOAS,Dois Riachos,2010,5454,5426
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65b0,1398,MATO GROSSO DO SUL,Corumbá,2010,52285,51418
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65db,2948,MINAS GERAIS,Santa Maria do Suaçuí,2010,7154,7241
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65de,4029,MATO GROSSO,Tapurah,2010,6059,4333
vw_razao_de_sexo.fid--33501df1_157d3a092ec_65f0,2218,PARÁ,Bragança,2010,57291,55936
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6607,1936,RIO DE JANEIRO,Três Rios,2010,37014,40418
vw_razao_de_sexo.fid--33501df1_157d3a092ec_660b,801,ALAGOAS,Belém,2010,2222,2329
vw_razao_de_sexo.fid--33501df1_157d3a092ec_660c,1399,CEARÁ,Abaiara,2010,5210,5286
vw_razao_de_sexo.fid--33501df1_157d3a092ec_660d,4517,BAHIA,Itaquara,2010,3842,3836
vw_razao_de_sexo.fid--33501df1_157d3a092ec_660e,1751,MARANHÃO,Santa Luzia,2010,37699,36344
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6624,2345,PARAÍBA,Patos,2010,47805,52869
vw_razao_de_sexo.fid--33501df1_157d3a092ec_663a,4850,SÃO PAULO,São Luís do Paraitinga,2010,5318,5079
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6642,5269,SANTA CATARINA,Cordilheira Alta,2010,1921,1846
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6657,3198,MINAS GERAIS,Catas Altas da Noruega,2010,1761,1701
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6659,739,ACRE,Marechal Thaumaturgo,2010,7463,6764
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6676,2460,PARAÍBA,Riachão do Bacamarte,2010,2082,2182
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6677,2518,MARANHÃO,Senador Alexandre Costa,2010,5122,5134
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6678,2494,MARANHÃO,São Raimundo do Doca Bezerra,2010,3186,2904
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6679,3957,PARANÁ,Diamante do Norte,2010,2730,2786
vw_razao_de_sexo.fid--33501df1_157d3a092ec_667a,2221,PARÁ,Breu Branco,2010,27085,25408
vw_razao_de_sexo.fid--33501df1_157d3a092ec_668f,3599,PERNAMBUCO,Angelim,2010,5018,5184
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6692,508,RIO GRANDE DO SUL,Arvorezinha,2010,5134,5091
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6694,1739,MARANHÃO,Presidente Médici,2010,3294,3080
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6695,542,RIO GRANDE DO SUL,Palmeira das Missões,2010,16641,17687
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66a9,4283,SÃO PAULO,Divinolândia,2010,5587,5621
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66aa,4334,BAHIA,Cansanção,2010,16560,16348
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66be,1237,SERGIPE,Tomar do Geru,2010,6536,6319
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66c2,3865,PARANÁ,Santa Lúcia,2010,1959,1966
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66c3,1764,RIO GRANDE DO NORTE,Rafael Godeiro,2010,1537,1526
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66c5,1859,CEARÁ,Novo Oriente,2010,13549,13904
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66d8,2464,PARAÍBA,Alcantil,2010,2624,2615
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66dc,5395,SANTA CATARINA,Meleiro,2010,3458,3542
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66dd,4023,MATO GROSSO,Sapezal,2010,9776,8318
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66f5,2803,MINAS GERAIS,Pouso Alto,2010,3135,3078
vw_razao_de_sexo.fid--33501df1_157d3a092ec_66f7,1090,PIAUÍ,Dom Inocêncio,2010,4733,4512
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6704,1286,SERGIPE,Santana do São Francisco,2010,3537,3501
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6705,3011,MINAS GERAIS,Campanha,2010,7760,7673
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6706,2611,MINAS GERAIS,Orizânia,2010,3697,3587
vw_razao_de_sexo.fid--33501df1_157d3a092ec_670f,4932,SANTA CATARINA,São José do Cerrito,2010,4801,4472
vw_razao_de_sexo.fid--33501df1_157d3a092ec_671e,5493,PIAUÍ,Prata do Piauí,2010,1551,1534
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6720,2054,MARANHÃO,Amarante do Maranhão,2010,19782,18150
vw_razao_de_sexo.fid--33501df1_157d3a092ec_672c,4511,BAHIA,Itaparica,2010,10166,10559
vw_razao_de_sexo.fid--33501df1_157d3a092ec_672d,4202,SÃO PAULO,Araraquara,2010,100655,108007
vw_razao_de_sexo.fid--33501df1_157d3a092ec_672f,924,SERGIPE,Indiaroba,2010,8027,7804
vw_razao_de_sexo.fid--33501df1_157d3a092ec_673a,1825,RIO GRANDE DO NORTE,Taipu,2010,6112,5724
vw_razao_de_sexo.fid--33501df1_157d3a092ec_673b,80,BAHIA,Nova Redenção,2010,4069,3965
vw_razao_de_sexo.fid--33501df1_157d3a092ec_673c,2208,PARÁ,Aveiro,2010,8367,7482
vw_razao_de_sexo.fid--33501df1_157d3a092ec_674a,1051,PIAUÍ,Alegrete do Piauí,2010,2556,2597
vw_razao_de_sexo.fid--33501df1_157d3a092ec_674b,499,RIO GRANDE DO SUL,Monte Belo do Sul,2010,1345,1325
vw_razao_de_sexo.fid--33501df1_157d3a092ec_674d,4142,PARANÁ,Nova Aurora,2010,5828,6038
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6756,3606,PERNAMBUCO,Santa Maria do Cambucá,2010,6474,6547
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6757,5453,SANTA CATARINA,Peritiba,2010,1484,1504
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6758,2991,MINAS GERAIS,Brasópolis,2010,7433,7228
vw_razao_de_sexo.fid--33501df1_157d3a092ec_675a,5030,PIAUÍ,Lagoa Alegre,2010,4124,3884
vw_razao_de_sexo.fid--33501df1_157d3a092ec_675c,5197,PIAUÍ,Curimatá,2010,5455,5306
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6765,2245,PARAÍBA,Barra de Santana,2010,4147,4059
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6767,3676,MINAS GERAIS,Leme do Prado,2010,2395,2409
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6769,2563,PARAÍBA,Alagoa Nova,2010,9761,9920
vw_razao_de_sexo.fid--33501df1_157d3a092ec_676a,312,RIO GRANDE DO SUL,São Jerônimo,2010,11026,11108
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6778,2839,MINAS GERAIS,Rio Vermelho,2010,6722,6923
vw_razao_de_sexo.fid--33501df1_157d3a092ec_677c,5051,SÃO PAULO,Itapevi,2010,98746,102023
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6786,4468,BAHIA,Ibicuí,2010,8063,7722
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6789,2883,PARANÁ,Rancho Alegre,2010,1953,2002
vw_razao_de_sexo.fid--33501df1_157d3a092ec_678b,624,RIO GRANDE DO SUL,Erval Grande,2010,2622,2541
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6795,4082,MATO GROSSO,Planalto da Serra,2010,1400,1326
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67a4,274,BAHIA,Santa Rita de Cássia,2010,13572,12678
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67a8,3526,MINAS GERAIS,Imbé de Minas,2010,3293,3131
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67b4,815,GOIÁS,Novo Gama,2010,46672,48346
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67b5,5566,PIAUÍ,Passagem Franca do Piauí,2010,2316,2230
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67b7,155,RIO GRANDE DO SUL,Chuí,2010,2921,2996
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67b8,1431,CEARÁ,Ibaretama,2010,6667,6255
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67c1,4217,SÃO PAULO,Bastos,2010,10032,10413
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67c3,4344,SÃO PAULO,Três Fronteiras,2010,2718,2709
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67c5,921,GOIÁS,Britânia,2010,2809,2700
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67d0,3374,MINAS GERAIS,Douradoquara,2010,970,871
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67d2,3895,PARANÁ,Piraí do Sul,2010,11620,11804
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67e0,4187,SÃO PAULO,Américo Brasiliense,2010,17333,17145
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67e2,69,BAHIA,Nordestina,2010,6407,5964
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67e3,2746,PARANÁ,São Manoel do Paraná,2010,1054,1044
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67e4,5521,SANTA CATARINA,Santa Cecília,2010,7849,7908
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67f4,2477,PARAÍBA,Serra Grande,2010,1502,1473
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67f5,5564,PIAUÍ,Alagoinha do Piauí,2010,3683,3658
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67f6,4928,SANTA CATARINA,São João do Sul,2010,3530,3472
vw_razao_de_sexo.fid--33501df1_157d3a092ec_67f7,1375,MATO GROSSO DO SUL,Anastácio,2010,11911,11924
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6805,1671,RIO GRANDE DO NORTE,Pedra Preta,2010,1340,1250
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6807,2038,MARANHÃO,Alto Alegre do Maranhão,2010,12274,12325
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6808,1144,SERGIPE,Poço Redondo,2010,15767,15113
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6814,8,SÃO PAULO,Sertãozinho,2010,54701,55373
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6815,2462,PARAÍBA,Riacho de Santo Antônio,2010,871,851
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6817,2381,PARAÍBA,São José da Lagoa Tapada,2010,3680,3884
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6819,4395,BAHIA,Coronel João Sá,2010,8796,8270
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6825,520,RIO GRANDE DO SUL,Sarandi,2010,10269,11016
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6827,1627,MARANHÃO,Governador Luiz Rocha,2010,3750,3587
vw_razao_de_sexo.fid--33501df1_157d3a092ec_682e,2716,MINAS GERAIS,Piranguçu,2010,2702,2515
vw_razao_de_sexo.fid--33501df1_157d3a092ec_682f,108,BAHIA,Pedro Alexandre,2010,8683,8312
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6830,1775,MARANHÃO,Morros,2010,9152,8631
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6832,131,RIO GRANDE DO SUL,Casca,2010,4243,4408
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6833,5116,PARANÁ,São Mateus do Sul,2010,20781,20476
vw_razao_de_sexo.fid--33501df1_157d3a092ec_683f,1797,RIO DE JANEIRO,Varre-Sai,2010,4756,4719
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6842,4795,SÃO PAULO,Sabino,2010,2623,2594
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6843,4255,SÃO PAULO,Caraguatatuba,2010,49959,50881
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6851,161,BAHIA,Prado,2010,13990,13637
vw_razao_de_sexo.fid--33501df1_157d3a092ec_685c,5483,SANTA CATARINA,Rio das Antas,2010,3153,2990
vw_razao_de_sexo.fid--33501df1_157d3a092ec_685d,2447,PARAÍBA,Cruz do Espírito Santo,2010,8093,8164
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6863,467,RIO GRANDE DO SUL,Protásio Alves,2010,1079,921
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6865,4464,BAHIA,Iaçu,2010,12631,13105
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6870,4915,SERGIPE,Areia Branca,2010,8493,8364
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6872,3919,RONDÔNIA,Itapuã do Oeste,2010,4565,4001
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6876,3143,MINAS GERAIS,São João Evangelista,2010,7614,7939
vw_razao_de_sexo.fid--33501df1_157d3a092ec_687f,834,PIAUÍ,Cocal,2010,13165,12871
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6881,2672,PARANÁ,São Tomé,2010,2696,2653
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6882,3265,PERNAMBUCO,Lagoa do Ouro,2010,5970,6162
vw_razao_de_sexo.fid--33501df1_157d3a092ec_688b,677,RIO GRANDE DO SUL,Cacique Doble,2010,2417,2451
vw_razao_de_sexo.fid--33501df1_157d3a092ec_688c,221,RIO GRANDE DO SUL,Porto Xavier,2010,5300,5258
vw_razao_de_sexo.fid--33501df1_157d3a092ec_688f,3424,MINAS GERAIS,Ewbank da Câmara,2010,1855,1898
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6890,1526,RORAIMA,Pacaraima,2010,5408,5025
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68ab,3393,MINAS GERAIS,Viçosa,2010,35001,37219
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68ad,1424,MATO GROSSO DO SUL,Sonora,2010,7836,6997
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68c9,449,RIO GRANDE DO SUL,Jari,2010,1884,1691
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68e6,3066,PERNAMBUCO,Joaquim Nabuco,2010,7900,7873
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68e8,3331,MINAS GERAIS,Ubaporanga,2010,6085,5955
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68eb,2760,PARANÁ,Tupãssi,2010,4051,3946
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68ec,4837,SÃO PAULO,Santo Expedito,2010,1403,1400
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68ee,631,RIO GRANDE DO SUL,Caiçara,2010,2585,2486
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68ef,1586,MARANHÃO,Capinzal do Norte,2010,5345,5353
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68f7,1788,RIO GRANDE DO NORTE,Caiçara do Norte,2010,3119,2897
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68f8,4724,SÃO PAULO,Paulo de Faria,2010,4299,4290
vw_razao_de_sexo.fid--33501df1_157d3a092ec_68fc,3874,PARANÁ,Ampére,2010,8586,8722
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6901,856,PIAUÍ,Paes Landim,2010,2048,2011
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6903,3016,MINAS GERAIS,Campo do Meio,2010,5829,5647
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6904,3188,PARANÁ,Anahy,2010,1439,1435
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6906,2024,ESPIRITO SANTO,Serra,2010,201415,207852
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6909,4845,SÃO PAULO,São João do Pau d'Alho,2010,1057,1046
vw_razao_de_sexo.fid--33501df1_157d3a092ec_690a,4722,SÃO PAULO,Paulicéia,2010,3290,3049
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6915,1728,RIO GRANDE DO NORTE,Viçosa,2010,806,812
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6916,1868,RIO GRANDE DO NORTE,Fernando Pedroza,2010,1456,1398
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6917,2802,MINAS GERAIS,Aricanduva,2010,2429,2341
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6919,4413,BAHIA,Araci,2010,25940,25711
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6922,4343,SÃO PAULO,Tremembé,2010,21663,19321
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6923,583,TOCANTINS,Buriti do Tocantins,2010,4939,4829
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6928,961,GOIÁS,Cezarina,2010,3871,3674
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6930,2025,MARANHÃO,Vitorino Freire,2010,15721,15937
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6936,3822,RONDÔNIA,Ariquemes,2010,45543,44810
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6941,2420,PARAÍBA,Seridó,2010,5261,4969
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6942,3890,PARANÁ,Castro,2010,33390,33694
vw_razao_de_sexo.fid--33501df1_157d3a092ec_694d,703,ALAGOAS,Santana do Mundaú,2010,5490,5471
vw_razao_de_sexo.fid--33501df1_157d3a092ec_694e,2473,PARAÍBA,Esperança,2010,15155,15940
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6953,2444,PARAÍBA,Poço de José de Moura,2010,1933,2045
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6955,1041,GOIÁS,Gouvelândia,2010,2569,2380
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6956,676,RIO GRANDE DO SUL,Ibiraiaras,2010,3588,3583
vw_razao_de_sexo.fid--33501df1_157d3a092ec_695d,1222,ESPIRITO SANTO,Pancas,2010,11001,10547
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6963,1923,RIO DE JANEIRO,Cardoso Moreira,2010,6270,6330
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6964,3871,PARANÁ,São Pedro do Iguaçu,2010,3292,3199
vw_razao_de_sexo.fid--33501df1_157d3a092ec_696a,2136,PARAÍBA,Uiraúna,2010,7011,7573
vw_razao_de_sexo.fid--33501df1_157d3a092ec_696e,718,ALAGOAS,Campo Alegre,2010,25025,25791
vw_razao_de_sexo.fid--33501df1_157d3a092ec_696f,5428,SANTA CATARINA,Morro da Fumaça,2010,8078,8048
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6970,285,RIO GRANDE DO SUL,Westfalia,2010,1406,1387
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6972,3200,MINAS GERAIS,Catuti,2010,2627,2475
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6978,1101,PIAUÍ,Cocal de Telha,2010,2207,2318
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6979,4624,SÃO PAULO,Leme,2010,46030,45726
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6981,4685,SÃO PAULO,Nova Europa,2010,4649,4651
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6983,2031,MARANHÃO,Bequimão,2010,10349,9995
vw_razao_de_sexo.fid--33501df1_157d3a092ec_6987,3482,PARANÁ,Quedas do Iguaçu,2010,15397,15208
